,id,name,host_id,neighbourhood_group_cleansed,zipcode,latitude,longitude,room_type,bedrooms,square_feet,price,number_of_reviews,review_scores_rating,accommodates,bathrooms,beds,host_total_listings_count
302,2033866,East Village 2 Bed Luxury Apartment,7846216,Manhattan,10009,40.72635462994618,-73.97595227204933,Entire home/apt,2.0,,290.0,91,85.0,5,2.0,2.0,1.0
303,7602158,"Sunny, private room in East Village",38567357,Manhattan,10009,40.72695829935434,-73.97919090294215,Private room,1.0,,119.0,63,96.0,3,1.0,1.0,1.0
304,16121855,Trendy Prime SoHo 1BR,22085724,Manhattan,10012,40.72669346980474,-74.00064981416523,Entire home/apt,1.0,,200.0,0,,2,1.0,1.0,1.0
307,4849641,Spacious incredibly lit on top fl.,24952613,Manhattan,10031,40.82663345061883,-73.94574915660188,Entire home/apt,1.0,,100.0,41,93.0,2,1.0,1.0,1.0
308,7471102,"Centrally Located, Spacious, and Quiet!",13001047,Manhattan,10021,40.737681057747025,-73.98726867739799,Entire home/apt,1.0,,225.0,0,,4,1.0,1.0,1.0
310,1572815,Room in Apt - Heart of East Village,4106680,Manhattan,10003,40.7285278724278,-73.98619056111282,Private room,1.0,,100.0,82,96.0,2,1.0,1.0,1.0
312,4041383,Harlem Knight - the heart of Manhattan,20955075,Manhattan,10037,40.81117943491861,-73.93976798714534,Private room,1.0,,60.0,3,100.0,1,1.0,1.0,1.0
314,14155748,Room available near CUNY & Columbia,31791175,Manhattan,10031,40.82496829703929,-73.95106410131207,Shared room,1.0,,45.0,2,100.0,1,1.0,1.0,1.0
316,12713950,Comfortable Room Near Columbia U,69124785,Manhattan,10027,40.81528865039757,-73.95989803872094,Private room,1.0,,50.0,2,80.0,1,1.0,1.0,1.0
318,4718554,1-Bedroom in Times Square!,9612992,Manhattan,10036,40.757981256185275,-73.99330332648051,Private room,1.0,,75.0,2,100.0,1,1.0,1.0,1.0
319,4325329,Classic UWS Brownstone Apartment,1537663,Manhattan,10024,40.78667342156577,-73.96924141943582,Entire home/apt,1.0,,200.0,12,98.0,2,1.0,1.0,1.0
321,11796425,Luxurious & Serene Oasis in Harlem,6276368,Manhattan,10037,40.81110786926396,-73.93764738134573,Entire home/apt,1.0,,115.0,25,92.0,2,1.0,1.0,1.0
324,9043905,"Bright, Charming APT in West Village/SoHo",3331710,Manhattan,10012,40.72874384820353,-74.00121841303785,Entire home/apt,1.0,,200.0,14,82.0,2,1.0,1.0,1.0
325,13238211,West Village 1 Bedroom well lit CLEAN apartment,2584324,Manhattan,10014,40.73333790316478,-74.00104093468491,Entire home/apt,1.0,,165.0,8,95.0,2,1.0,1.0,1.0
328,8257450,Cozy Bedroom in Spanish Harlem,16466289,Manhattan,10029,40.794465198960644,-73.94041240430207,Private room,1.0,,70.0,5,96.0,1,1.0,1.0,1.0
330,4325284,"Lovely, Clean, Comfy w/River Views!",22459182,Manhattan,10128,40.78535324928809,-73.94997308890069,Entire home/apt,1.0,,210.0,0,,2,1.0,1.0,1.0
332,14024602,WOW! West Village Luxury 4bedroom 2Bath Elevator,83929576,Manhattan,10014,40.735205346768495,-74.00102868399169,Entire home/apt,4.0,,600.0,4,90.0,10,2.0,4.0,2.0
333,524182,Bedroom w/ private bathroom.Manhatt,2577070,Manhattan,10009,40.72624494683179,-73.97950719110631,Private room,1.0,,70.0,13,83.0,1,2.0,1.0,1.0
334,8829421,2 Bed/ 2 Bath in Heart of SOHO/ LES,4087478,Manhattan,10002,40.721586061309225,-73.99233614959303,Entire home/apt,2.0,,699.0,0,,6,2.0,3.0,1.0
335,5330243,The Wilshire,23991954,Manhattan,10011,40.738090830611185,-73.99612201690353,Entire home/apt,1.0,,250.0,0,,3,1.0,1.0,1.0
336,4849511,Sparkling Pad near Times Square HK,12619880,Manhattan,10019,40.76423103522575,-73.98796073113473,Private room,1.0,,149.0,58,95.0,2,1.0,1.0,1.0
337,15728520,Cute room in charming 2 bedroom apartement,101623092,Manhattan,10024,40.78155087255152,-73.97788807199402,Private room,1.0,,135.0,3,93.0,2,1.0,1.0,1.0
339,4325244,Convenient E. Village 1BR Union Sq,2999445,Manhattan,10009,40.73072833498754,-73.9810492687407,Entire home/apt,1.0,,149.0,23,96.0,3,1.0,1.0,1.0
340,14024576,spacious 1 bedroom apartment in the heart of nyc,23616424,Manhattan,10021,40.772092686419775,-73.95849327675035,Entire home/apt,1.0,,159.0,5,100.0,3,1.0,2.0,1.0
341,393094,Designer studio in Luxury Building,1965972,Manhattan,10080,40.706205297733376,-74.01524792328459,Entire home/apt,0.0,,225.0,21,98.0,2,1.0,1.0,1.0
344,524111,"Convenient East Village Studio,",62508,Manhattan,10009,40.72914601461753,-73.98019255054409,Entire home/apt,1.0,,165.0,58,89.0,2,1.0,1.0,1.0
345,4718452,Beautiful NoHo Loft,4900009,Manhattan,10012,40.726645241623366,-73.99552936122774,Entire home/apt,2.0,,985.0,25,99.0,6,2.5,2.0,1.0
346,1703798,Studio on the Upper east side! 13 Perfect reviews,39866,Manhattan,10028,40.777245989308256,-73.95442107593875,Entire home/apt,0.0,,150.0,15,97.0,3,1.0,2.0,1.0
347,15728501,Comfy bedroom in the heart of Nolita,3830555,Manhattan,10012,40.71979569685235,-73.99453461342375,Private room,1.0,,50.0,0,,1,1.0,1.0,1.0
348,2096968,*Upper East Side Cozy 1 Bedroom*,1461630,Manhattan,10065,40.763524719393146,-73.95547709990936,Entire home/apt,1.0,,145.0,64,91.0,2,1.0,1.0,1.0
350,15990623,Amazing Midtown East Studio - Cozy living in NYC!,2891393,Manhattan,10022,40.75894396768973,-73.96466367389617,Entire home/apt,1.0,,106.0,0,,2,1.0,1.0,1.0
351,6422360,Great Private Room in Chelsea/Flatiron,33506998,Manhattan,10011,40.73874459747356,-73.99646108187933,Private room,1.0,,99.0,2,100.0,1,1.0,1.0,1.0
353,13369166,Charming Studio in Greenwich Village,2094503,Manhattan,10011,40.73427739756683,-73.99738265687718,Entire home/apt,0.0,,125.0,5,80.0,1,1.0,1.0,1.0
354,8519507,Artist's Haven 1BR West Village,19480625,Manhattan,10014,40.732154184832794,-74.00573726390314,Entire home/apt,1.0,,200.0,2,100.0,2,1.0,1.0,1.0
355,8126282,Quintessential W.Village apt.,3228421,Manhattan,10014,40.73319450476564,-74.00501935172676,Entire home/apt,1.0,,220.0,5,96.0,4,1.0,2.0,1.0
356,4653025,"beautiful, clean Upper Eastside 1BR",17128508,Manhattan,10128,40.7796862158788,-73.95175460587836,Entire home/apt,1.0,,150.0,5,96.0,2,1.0,1.0,1.0
359,7601956,Experience NYC in Style,5109600,Manhattan,10036,40.759923340985885,-73.98812407030002,Entire home/apt,1.0,,422.0,22,98.0,6,1.0,1.0,1.0
363,12757639,Spacious Private Bedroom in 2bd UWS Apartment,28119778,Manhattan,,40.80187175938406,-73.9572072521876,Private room,1.0,,100.0,0,,2,1.0,1.0,1.0
364,15073056,Beautiful Studio Near UN Building,257897,Manhattan,10017,40.752356218426534,-73.97100407491475,Entire home/apt,0.0,,165.0,3,90.0,3,1.0,1.0,1.0
365,8781592,Chef's Chelsea studio near HIGHLINE + Balcony,2530365,Manhattan,10011,40.74793293022181,-74.0031876343695,Entire home/apt,0.0,,185.0,5,100.0,2,1.0,1.0,1.0
366,16120794,Private Apartment In the Heart of Chelsea,9584918,Manhattan,10011,40.74208309406459,-74.00120762303621,Entire home/apt,1.0,,276.0,0,,4,1.0,2.0,1.0
367,4586448,East Village Townhouse,8503180,Manhattan,10003,40.731179374356884,-73.98884548554352,Entire home/apt,4.0,,3000.0,12,100.0,8,3.5,4.0,1.0
371,851784,Designer's spacious Manhattan apt.,4446767,Manhattan,10033,40.85016157198051,-73.93177959324703,Entire home/apt,1.0,,99.0,11,91.0,4,1.0,2.0,1.0
372,4717440,1-bed elevator apt LES/Chinatown,3237577,Manhattan,10002,40.715854826876736,-73.98981587772279,Entire home/apt,1.0,,150.0,42,95.0,3,1.0,1.0,1.0
374,13325468,"West Village Charming, cozy 1 bedroom",9269607,Manhattan,10014,40.73602764406047,-74.00630621521412,Entire home/apt,1.0,,159.0,3,90.0,2,1.0,1.0,1.0
375,14416791,luxury in Manhattan,83072063,Manhattan,10027,40.81160768435338,-73.94796978241622,Entire home/apt,2.0,,230.0,8,85.0,8,1.0,5.0,1.0
376,654232,BIG East Village 1bd all the extras,3291022,Manhattan,10009,40.721713536811954,-73.98333797750793,Entire home/apt,1.0,750.0,99.0,10,98.0,4,,1.0,1.0
377,7469908,"Big,Quiet studio Near Central Park",31788441,Manhattan,10021,40.76971489561307,-73.95502305896558,Entire home/apt,0.0,,160.0,74,94.0,2,1.0,1.0,1.0
380,11271036,Room in East Harlem,8145820,Manhattan,10029,40.79605996876842,-73.94881045317415,Private room,1.0,,30.0,1,100.0,1,1.5,1.0,1.0
383,15072110,Beautiful Studio Chelsea!,94880542,Manhattan,10011,40.74581075328193,-73.99830871526233,Entire home/apt,0.0,,190.0,10,86.0,4,1.0,1.0,1.0
386,9546211,"TERRA FIRMA duplex, 2BR, 1.5 BA, UES, Museum Row",8990438,Manhattan,10128,40.782782530714016,-73.95010838301907,Entire home/apt,2.0,,199.0,32,99.0,4,1.5,3.0,3.0
387,12057450,"Newly Renovated Studio, Good Light!",247558,Manhattan,10030,40.81727092970292,-73.93790734443739,Entire home/apt,0.0,,100.0,9,94.0,2,1.0,1.0,1.0
388,16012433,Convenient 3BR apt in Flatiron district,104114077,Manhattan,10011,40.743163486670866,-73.99180168504077,Entire home/apt,3.0,,250.0,1,,7,1.0,3.0,1.0
389,9156724,Fall in love with the beauty of NYC,47668744,Manhattan,10022,40.763700195213694,-73.96958635977224,Entire home/apt,1.0,,200.0,12,92.0,2,1.0,1.0,1.0
391,4455231,HUGE bedroom next to Columbia,23118027,Manhattan,10027,40.814270126585114,-73.96189715073561,Private room,1.0,,89.0,29,91.0,2,1.0,1.0,1.0
394,785204,Amazing Two Bedrooms in Heart of LES!,2773394,Manhattan,10002,40.72135324075305,-73.98699567132225,Private room,1.0,700.0,225.0,28,86.0,4,1.0,2.0,1.0
395,13105965,Artist Studio near Gramercy,7820314,Manhattan,10010,40.73651052747633,-73.98234755645755,Entire home/apt,0.0,,115.0,12,96.0,3,1.0,2.0,1.0
396,12735625,Private Bedroom in 2 BR apartment,69254072,Manhattan,10034,40.86467633056032,-73.92209017530506,Private room,1.0,,85.0,0,,1,1.0,1.0,1.0
399,16120618,Sunny apartment in Washington Heights,3641917,Manhattan,10032,40.84242872997189,-73.93494541429206,Entire home/apt,1.0,,70.0,0,,3,1.0,1.0,1.0
401,1178389,"Beautiful, clean 1-bdrm private apt",6447462,Manhattan,10033,40.85060077178619,-73.9402281773588,Entire home/apt,1.0,,70.0,15,77.0,2,1.0,2.0,1.0
403,1747405,Spacious NYC 2 Bedroom Apt - Steps to Subway!,9117590,Manhattan,10035,40.80011761454228,-73.94087265925424,Entire home/apt,2.0,,151.0,109,98.0,4,1.0,1.0,3.0
404,14154513,A Small Room on Upper West Side,74194988,Manhattan,10027,40.801302877463,-73.96496703586148,Private room,1.0,,56.0,0,,2,1.0,1.0,1.0
407,3930878,Clean One Bedroom Apartment,20364466,Manhattan,10009,40.72508946997228,-73.97898403494786,Entire home/apt,1.0,,280.0,6,73.0,3,1.0,1.0,1.0
409,16120557,1 Bedroom near East Village,13135162,Manhattan,10003,40.7326735917198,-73.9826349933948,Private room,1.0,,68.0,0,,1,1.0,1.0,1.0
410,15203042,Private room on 102 Lex&Park Ave.,9297722,Manhattan,10029,40.79111516953051,-73.9478057270252,Private room,1.0,,109.0,7,93.0,2,1.0,1.0,1.0
412,654005,Charming 2 Bdrm UWS w/ private deck,1242765,Manhattan,10024,40.783627763562116,-73.97796510994623,Entire home/apt,2.0,,390.0,43,93.0,4,1.0,2.0,1.0
413,4455094,West Village Style and Charm,13541655,Manhattan,10014,40.730137325703616,-74.00753659876763,Private room,1.0,,119.0,33,99.0,2,2.0,1.0,1.0
415,9960135,Large Room in Lovely Apartment,42741722,Manhattan,10031,40.82041949536895,-73.95255896281715,Private room,1.0,,50.0,1,100.0,1,1.0,1.0,1.0
416,14547628,Comfy stay in the heart of NYC!,8946866,Manhattan,10011,40.73546056019108,-74.00263137398711,Shared room,1.0,,79.0,22,98.0,2,1.0,1.0,1.0
418,11401884,Charming Pied-à-terre à New York!,59849677,Manhattan,10029,40.79736360461939,-73.9444228559514,Private room,1.0,,100.0,19,97.0,2,1.0,1.0,1.0
419,9697969,East Village 3 Bedroom Apt,50080673,Manhattan,10003,40.730326549071094,-73.98788232926806,Private room,1.0,,101.0,0,,3,3.0,3.0,1.0
430,4586065,New York's Finest...,23772444,Manhattan,10032,40.83530086737876,-73.94287616268542,Private room,1.0,,64.0,41,99.0,2,1.0,1.0,1.0
434,7711161,Large and Sunny room in Downtown NY,3737483,Manhattan,10002,40.71382364998136,-73.99768516721406,Private room,1.0,,75.0,2,100.0,1,1.0,1.0,1.0
435,13892163,Cozy Upper West Side deluxe studio,28609695,Manhattan,10024,40.78828482906491,-73.97199886554063,Entire home/apt,0.0,,150.0,4,95.0,2,1.0,1.0,1.0
438,3013158,Alcove Studio in Downtown Manhattan,15355526,Manhattan,10011,40.73892751230944,-73.99463676047749,Entire home/apt,0.0,,350.0,12,92.0,3,1.0,1.0,1.0
439,9492069,Fabulous FiDi home away from home,171213,Manhattan,10038,40.70863973238832,-74.00674863283534,Entire home/apt,1.0,,250.0,0,,2,1.0,1.0,1.0
441,12450340,WOW! STYLISH NYC SOHO PENTHOUSE!,29693035,Manhattan,10012,40.72359923908422,-73.99546212724572,Entire home/apt,1.0,,300.0,0,,2,1.0,1.0,1.0
442,14809631,Room With Patio In Sunny Apartment!,1583742,Manhattan,10022,40.76070209830034,-73.96979967914842,Private room,1.0,,125.0,5,100.0,2,1.0,1.0,1.0
446,15989270,Cozy Apartment in Vibrant Harlem,103905477,Manhattan,10026,40.80462221969904,-73.9567892526007,Private room,1.0,,100.0,1,,4,1.0,1.0,1.0
448,10091021,Huge 1 Bedroom with extra futon!,14895876,Manhattan,10016,40.741651653050624,-73.97966827636051,Entire home/apt,1.0,,130.0,7,87.0,4,1.0,2.0,1.0
451,7862762,Spacious pre-war apartment,40548594,Manhattan,10038,40.706227138809744,-74.00509707356382,Entire home/apt,1.0,,150.0,12,98.0,2,1.0,1.0,1.0
455,9959880,great room in sunny cornerapartment,29871124,Manhattan,10027,40.81508026643685,-73.95935225524791,Private room,1.0,,49.0,1,100.0,2,1.0,1.0,1.0
461,9435568,3BR SoHo Loft AMAZING Location!!,48722591,Manhattan,10013,40.72248714684246,-74.00227049526384,Entire home/apt,3.0,,249.0,35,86.0,8,1.0,4.0,3.0
463,4454538,"Bright, Spacious Entire Studio",22552201,Manhattan,10025,40.798198108362776,-73.97119155856768,Entire home/apt,0.0,,130.0,9,84.0,2,1.0,2.0,1.0
464,15595656,Entire Apartment in Luxury Building-Times Square,89188907,Manhattan,10036,40.76037582928761,-73.99566642969545,Entire home/apt,1.0,,200.0,1,,2,1.0,1.0,1.0
465,7327096,Modern 1 BR in the East Village,33300449,Manhattan,10009,40.72869094100131,-73.97653048584709,Entire home/apt,1.0,,120.0,2,100.0,4,1.0,1.0,1.0
466,10544617,Large studio on UWS/3 weeks!,54376694,Manhattan,10023,40.773872570553316,-73.98153492489433,Entire home/apt,0.0,,125.0,0,,2,1.0,1.0,1.0
467,7809295,Affordable central park 2BR APT,14117603,Manhattan,10025,40.79547347388273,-73.96315023587351,Private room,1.0,,50.0,2,100.0,2,1.5,1.0,2.0
468,248713,Charming Hell's Kitchen bedroom,1303029,Manhattan,10036,40.76108197258181,-73.98978999547424,Private room,1.0,,100.0,20,97.0,2,1.0,1.0,2.0
469,393016,Your Hell's Kitchen Sanctuary,1303029,Manhattan,10036,40.76013219243767,-73.99006768221648,Private room,1.0,,104.0,90,92.0,2,1.0,1.0,2.0
470,12974166,Chelsea Apt by Herald Sq w/ Private Outdoor Space,33907892,Manhattan,10001,40.751078475633186,-73.99554995415069,Entire home/apt,1.0,,145.0,43,84.0,2,1.0,1.0,2.0
471,915515,Sweet Upper East Side 1-Bedrm,2615023,Manhattan,10021,40.769876053607994,-73.95531040305279,Entire home/apt,1.0,,150.0,90,88.0,3,1.0,1.0,1.0
473,12056684,Luxury Harlem Two Bedroom,64578817,Manhattan,10027,40.809701141434495,-73.94256019318621,Entire home/apt,2.0,,125.0,13,98.0,2,1.0,1.0,1.0
474,4978798,shared room with pull-out bed,12487231,Manhattan,10016,40.75086598830044,-73.9745110511687,Shared room,1.0,,199.0,0,,1,1.0,1.0,1.0
475,6420579,"Spacious, sunny 1 bd near #1 train",33443274,Manhattan,10463,40.87571599576923,-73.91281156601744,Entire home/apt,1.0,,95.0,20,84.0,3,1.0,1.0,1.0
476,9222165,Welcome to Columbus Circle Home!,47952362,Manhattan,10019,40.769168617520776,-73.9861492852232,Private room,1.0,,400.0,42,90.0,6,1.0,4.0,1.0
477,10090599,Cozy one bedroom apt,29005432,Manhattan,10027,40.81097833113335,-73.94574145079851,Entire home/apt,1.0,,80.0,0,,2,1.0,1.0,1.0
480,16119892,Cozy room in a clean and quiet apartment,75385686,Manhattan,10039,40.82253338037029,-73.94084874648668,Private room,1.0,,51.0,0,,2,1.0,1.0,1.0
481,13587468,Spacious Sunny BedRoom 15 mins away from T-Square,30049880,Manhattan,10032,40.83019898058987,-73.94163426964838,Private room,1.0,,55.0,0,,2,1.0,1.0,1.0
482,9173061,Walk to Times Square and More!,8167329,Manhattan,10036,40.762358385882614,-73.99260718858382,Entire home/apt,1.0,,95.0,6,100.0,3,1.0,1.0,1.0
483,10090553,Bright room in Manhattan,9322217,Manhattan,10022,40.758284692932634,-73.96946343645438,Private room,1.0,,76.0,1,100.0,2,1.0,1.0,1.0
488,9676065,Brownstone & Garden near Columbia U,8955411,Manhattan,10035,40.80594116028129,-73.94126090715663,Entire home/apt,2.0,,270.0,1,100.0,4,2.0,2.0,1.0
489,8648721,Central Park- Full Apartment,45456057,Manhattan,10026,40.79875870543074,-73.95280199851159,Entire home/apt,3.0,,320.0,42,89.0,8,1.0,4.0,1.0
492,14415886,"PH Apt, Private Outdoors, Highline",88687181,Manhattan,10011,40.74672276237508,-74.00555407914175,Entire home/apt,1.0,,600.0,3,100.0,4,1.0,1.0,1.0
497,4847616,Cozy UWS Studio with a View,8267873,Manhattan,10024,40.78838617730735,-73.9800774627405,Entire home/apt,0.0,,300.0,0,,2,1.0,1.0,1.0
499,2619342,Mammoth 3Bed-3Bath LOFT/Mulberry St,13413536,Manhattan,10013,40.7222352283836,-74.00230884433913,Entire home/apt,3.0,,649.0,74,96.0,12,3.0,4.0,1.0
500,13760482,Just Remodeled Apt ❤️ of ABC City,18819308,Manhattan,10009,40.72454401840845,-73.97768925116891,Private room,1.0,,120.0,14,99.0,2,2.0,1.0,2.0
502,9614969,Cozy Room in East Harlem,49673620,Manhattan,10035,40.796513001748586,-73.93184457850376,Private room,1.0,,60.0,8,89.0,2,1.0,1.0,1.0
503,15595497,Upper Manhattan Studio,100492841,Manhattan,10027,40.8086863227653,-73.94297295950379,Entire home/apt,0.0,,115.0,4,95.0,3,1.0,1.0,1.0
506,8255453,Cozy private room in Chinatown.,19467843,Manhattan,10002,40.71096050688802,-73.99568634020038,Private room,1.0,,79.0,5,90.0,2,1.0,1.0,1.0
507,12711875,Union Square East Village Cozy Home,44703029,Manhattan,10003,40.73279654279579,-73.98296799918204,Entire home/apt,0.0,,163.0,37,75.0,3,1.0,3.0,1.0
514,2619319,Cozy 1 bedroom! Lots of convenience,13413454,Manhattan,10029,40.794283439949105,-73.93272282477878,Entire home/apt,1.0,,125.0,23,88.0,2,1.0,1.0,1.0
515,15857600,Spacious Studio close to Central Park and shopping,102767112,Manhattan,10022,40.76248853956086,-73.9640323098906,Entire home/apt,2.0,,129.0,1,100.0,2,1.0,1.0,1.0
517,16014654,East Village One Bedroom - 5 Minutes to Everything,71641815,Manhattan,10003,40.72642133613719,-73.98962450683682,Entire home/apt,1.0,,205.0,0,,3,1.0,1.0,1.0
520,4848854,Spacious 1BD with eat in kitchen!,24948347,Manhattan,10033,40.854972608467996,-73.93808389934556,Entire home/apt,1.0,,109.0,19,99.0,4,1.0,1.0,1.0
523,7601357,"West Village 1-bed, sleeps up to 4",27737888,Manhattan,10014,40.730973620998384,-74.00407539944196,Entire home/apt,1.0,,180.0,8,100.0,4,1.0,2.0,2.0
524,13893494,Idyllic Two Bedroom Apt in the heart of Chelsea,2700098,Manhattan,10011,40.73938411948628,-74.00001627992809,Entire home/apt,2.0,,450.0,5,92.0,5,1.0,3.0,1.0
525,13761725,NEW- Large Harlem One Bedroom,80690476,Manhattan,10027,40.80678153387212,-73.94399169370837,Entire home/apt,1.0,,150.0,15,97.0,3,1.0,1.0,1.0
526,14286005,Lively 2 Bed Apt. near Central Park!,34472087,Manhattan,10018,40.755121985855475,-73.99472756220095,Entire home/apt,2.0,,149.0,12,62.0,5,1.0,3.0,1.0
527,14810298,"New York City, Lower Manhattan, NY, United States",44093954,Manhattan,10280,40.70885949739658,-74.0169043972402,Private room,1.0,,115.0,10,84.0,3,1.0,2.0,2.0
530,15464381,Cozy room in central west village apartment,6752408,Manhattan,10011,40.737632482116226,-74.0021280318777,Private room,1.0,,100.0,5,92.0,1,1.0,1.0,1.0
531,522081,Guest Room in Art Loft in Chelsea,1413546,Manhattan,10011,40.743413429894716,-73.99298490035413,Private room,1.0,,180.0,116,98.0,1,1.0,1.0,1.0
532,51485,Lower East Side $65～$90/night,236655,Manhattan,10002,40.72319439235208,-73.992006936422,Private room,1.0,,83.0,178,85.0,2,1.0,1.0,1.0
533,4978607,Cute and Cozy UWS Studio,2316247,Manhattan,10023,40.781237023418214,-73.98475323802651,Entire home/apt,0.0,,150.0,10,94.0,2,1.0,1.0,1.0
535,2488227,FURNISHED 1 BR IN LOWER EAST SIDE,12732385,Manhattan,10002,40.720051210960825,-73.98608576587145,Entire home/apt,1.0,,190.0,19,88.0,2,1.0,1.0,1.0
536,5240711,2 BEDROOM IN MIDTOWN EAST,27121854,Manhattan,10017,40.752385941490274,-73.97070014786057,Entire home/apt,2.0,,289.0,67,94.0,4,1.0,2.0,1.0
537,9127011,Luxury 1 Bed apt in the heart of chelsea,19627702,Manhattan,10011,40.74384214191147,-73.99382532137699,Entire home/apt,1.0,,193.0,1,100.0,4,1.0,2.0,1.0
541,12318604,Private room on the Upper East Side,10199873,Manhattan,10028,40.77397766668694,-73.94607071706022,Private room,1.0,,42.0,0,,1,1.5,1.0,2.0
542,2357070,2BD NEWLY RENOVATED MIDTOWN CENTER,8501613,Manhattan,10019,40.7640286112442,-73.97935999738444,Entire home/apt,2.0,,350.0,27,91.0,6,1.0,2.0,1.0
543,15857541,Easy!  West Village Room,102766674,Manhattan,10014,40.73378278544421,-74.00891895373297,Private room,1.0,,180.0,0,,2,1.0,1.0,1.0
544,6487678,"Clean,QUIET, modern in Midtown West",11347531,Manhattan,10036,40.76537130913327,-73.99429664000775,Entire home/apt,1.0,,150.0,28,94.0,2,1.0,1.0,1.0
545,9990313,"Large, Sunny, Perfect Location",50208337,Manhattan,10011,40.738528786484615,-73.99488237588221,Entire home/apt,1.0,,120.0,18,100.0,6,1.0,2.0,1.0
548,7629108,Sunny 1 Bed in Soho/Nolita,6528952,Manhattan,10012,40.7210567919726,-73.99648548514715,Entire home/apt,1.0,,175.0,5,100.0,2,1.0,1.0,1.0
549,5285358,Upper West Side Homey Apartment,27365008,Manhattan,10025,40.79791246736964,-73.96285322564597,Private room,1.0,,125.0,44,97.0,2,1.0,1.0,1.0
552,12187394,GORGEOUS 1 BDR PRIME HELL'S KITCHEN,65284458,Manhattan,10036,40.7592100150526,-73.98895470236981,Entire home/apt,1.0,,179.0,58,93.0,3,1.0,2.0,1.0
