,id,name,host_id,neighbourhood_group_cleansed,zipcode,latitude,longitude,room_type,bedrooms,square_feet,price,number_of_reviews,review_scores_rating,accommodates,bathrooms,beds,host_total_listings_count
14174,3616739,Private Bedroom in Great Apartment,2052097,Manhattan,10032,40.83603226495258,-73.93893927787397,Private room,1.0,,60.0,43,94.0,2,1.0,1.0,1.0
14177,14229340,Convenient location close to Penn Station,85178637,Manhattan,10001,40.746573876304886,-73.98541909101489,Entire home/apt,0.0,,125.0,9,78.0,2,1.0,1.0,1.0
14180,14299104,Unique Spacious 2BDR in NOLITA,29216042,Manhattan,10012,40.722342573530405,-73.99589397458541,Entire home/apt,2.0,,275.0,20,97.0,4,1.0,2.0,1.0
14185,10035023,Upper East Side 1 Bedroom,28640162,Manhattan,10128,40.78351690627757,-73.94972994534618,Entire home/apt,1.0,,150.0,0,,4,1.0,1.0,1.0
14186,11345723,Manhattan Club - 1 Bedroom Suite,59406564,Manhattan,10019,40.764373702740016,-73.98039100320969,Entire home/apt,1.0,,400.0,0,,6,2.0,1.0,1.0
14188,11869989,Luxury Studio on the Hudson River,42469941,Manhattan,10282,40.716560649438364,-74.01426537282913,Entire home/apt,0.0,,249.0,10,100.0,2,1.0,1.0,1.0
14190,6758180,Artist Loft Lower East Side,35381059,Manhattan,10002,40.71884771323817,-73.98938726382497,Entire home/apt,1.0,,250.0,0,,2,1.0,1.0,1.0
14192,1909648,"Bright, charming pre-war UWS apt",6371579,Manhattan,10024,40.78211088272821,-73.97841660288468,Entire home/apt,1.0,,170.0,1,100.0,2,1.0,1.0,1.0
14193,3220365,Clean and spacious apt,16308208,Manhattan,10030,40.8219260804513,-73.93928083160868,Entire home/apt,1.0,,100.0,13,78.0,2,1.0,1.0,1.0
14195,15478933,Modern & Cozy Room in East Village/St. Marks Area,3142924,Manhattan,10003,40.72715709959886,-73.98806180720814,Private room,1.0,,85.0,4,95.0,2,1.0,1.0,1.0
14196,9118604,Cozy and Nice Apartment,24344091,Manhattan,10040,40.85513715768495,-73.93104351182403,Private room,1.0,,85.0,0,,2,1.0,1.0,1.0
14197,11886146,Lovely Oasis in the West Village,194262,Manhattan,10014,40.730845670423186,-74.0055710032033,Entire home/apt,1.0,,144.0,1,100.0,2,1.0,1.0,2.0
14198,11477880,Charming Oasis in the West Village,194262,Manhattan,10014,40.72890372279953,-74.0047376278881,Private room,1.0,,110.0,2,90.0,2,1.0,1.0,2.0
14199,6628193,Private bdrm 2 blocks from the Park,3274213,Manhattan,10024,40.786016903071896,-73.97728618953056,Private room,1.0,,99.0,52,95.0,2,1.0,1.0,1.0
14202,9118571,ROOM(S) AVAILABLE  IN SOHO!,25592253,Manhattan,10013,40.724024711194275,-74.0054814859132,Private room,1.0,,59.0,1,,1,1.0,2.0,1.0
14203,4662109,Sunny 1 BR East Village Apartment,9598750,Manhattan,10003,40.729158029585534,-73.98622405710083,Entire home/apt,1.0,,195.0,19,84.0,5,1.0,3.0,1.0
14206,15672148,Large Private Room @ Historic South Street Seaport,16363363,Manhattan,10005,40.707875137874716,-74.0030223944146,Private room,1.0,,120.0,0,,2,1.0,1.0,1.0
14209,9573876,Sunny 1 Bedroom Apartment - 2 Cats,49561278,Manhattan,10002,40.71751548338987,-73.99076905221224,Entire home/apt,1.0,,110.0,1,100.0,2,1.0,1.0,1.0
14214,9773892,Great Central Time Square 2 BR Apa,9371252,Manhattan,10018,40.756349143779545,-73.9931600122562,Entire home/apt,2.0,,250.0,12,95.0,5,1.0,2.0,1.0
14215,8751598,Luxurious UES Studio,45900126,Manhattan,10028,40.778303676605546,-73.95454670804294,Entire home/apt,0.0,,110.0,3,90.0,2,1.0,1.0,2.0
14216,3875644,"Charming, iconic SoHo street",4364604,Manhattan,10012,40.72656773074858,-74.0063893977603,Private room,1.0,,90.0,0,,1,1.0,1.0,1.0
14219,13993436,East Village•Pied-À-Terre | New York City,1794835,Manhattan,10009,40.72187597437599,-73.9796488249208,Entire home/apt,1.0,,275.0,0,,2,1.0,1.0,3.0
14221,15409959,Large one bedroom apt in heart of East Village,5838999,Manhattan,10003,40.72836248897554,-73.98890798707497,Entire home/apt,1.0,,134.0,1,100.0,4,1.0,2.0,1.0
14223,5447434,A cozy night in the heart of NYC,28173937,Manhattan,10019,40.76339994882346,-73.98928305854562,Private room,1.0,,98.0,20,92.0,1,1.0,1.0,1.0
14229,13442797,Spacious 1 Bedroom Apartment in Manhattan,1194149,Manhattan,10025,40.79427168472524,-73.9725617515988,Entire home/apt,1.0,,160.0,2,100.0,3,1.0,2.0,1.0
14231,14491366,"Spacious & sunny NYC room, multifunctional.",4184774,Manhattan,10002,40.714439481547736,-73.98816323244449,Private room,1.0,,77.0,5,96.0,1,1.0,1.0,2.0
14234,10341932,Convenient 2BR near Times Square,43865673,Manhattan,10019,40.76468341410633,-73.99160293543292,Entire home/apt,2.0,,335.0,38,84.0,8,1.0,5.0,2.0
14235,12001000,Half Block from Times Square - 2BR,43865673,Manhattan,10036,40.756994794344756,-73.99030911907451,Entire home/apt,2.0,,275.0,13,82.0,6,1.0,3.0,2.0
14236,8112556,Large Sunny Harlem Bedroom,15018754,Manhattan,10031,40.8238261872894,-73.95195868420896,Private room,1.0,,80.0,0,,1,1.0,1.0,2.0
14237,7806682,"Large, sunny Harlem room",15018754,Manhattan,10031,40.82554455794579,-73.95355546162794,Private room,1.0,,95.0,13,98.0,3,1.0,1.0,2.0
14239,11738831,Spacious 1 BDRM near Central Park,25116430,Manhattan,10028,40.77559038085471,-73.95262707253399,Entire home/apt,1.0,,140.0,40,87.0,3,1.0,2.0,1.0
14246,6233785,"Luxury 1BR - Central Park, Times Square, Midtown!",30704879,Manhattan,10019,40.76611277470975,-73.98481774249261,Entire home/apt,1.0,,199.0,3,100.0,3,1.0,1.0,1.0
14249,13209482,Peaceful 1 Bedroom in Prime E. Village,34386241,Manhattan,10009,40.726965223880796,-73.98488331093358,Entire home/apt,1.0,,250.0,15,85.0,3,1.0,1.0,1.0
14252,5316266,Studio in North Manhattan ,27538684,Manhattan,10037,40.81185981832081,-73.94018586093615,Entire home/apt,0.0,,149.0,2,90.0,2,1.0,1.0,1.0
14255,13080685,Shared room in Kips Bay/Murray Hill,5707158,Manhattan,10016,40.74469654546721,-73.9759344043939,Shared room,1.0,,49.0,12,95.0,2,1.0,1.0,2.0
14256,12005318,Large Private Room in Kips Bay/Murray Hill,5707158,Manhattan,10016,40.74417805359679,-73.97564659002855,Private room,1.0,,70.0,2,90.0,2,1.0,1.0,2.0
14257,4136596,Entire Home/1 Bedroom Apt LES,21459667,Manhattan,10002,40.720051249656734,-73.98648887736448,Entire home/apt,1.0,,225.0,20,88.0,3,1.0,1.0,1.0
14263,11083362,Bedroom with full size bed in Washington Heights!,30995829,Manhattan,10032,40.844110580451996,-73.93784038523142,Private room,1.0,,45.0,10,98.0,2,1.0,1.0,1.0
14266,1908290,Stunning Apt in NY's Best Location!,9903274,Manhattan,10011,40.734193708996145,-73.99676214770062,Entire home/apt,1.0,,300.0,46,96.0,4,1.0,2.0,1.0
14267,6626894,Beautiful 2BR on Riverside Park,13500220,Manhattan,10024,40.78282877804664,-73.9839576011133,Entire home/apt,2.0,,450.0,1,100.0,6,2.5,2.0,1.0
14274,6980874,Cozy in Harlem!!!,30666992,Manhattan,,40.81761254330451,-73.93718388649485,Entire home/apt,1.0,,102.0,12,93.0,3,1.0,2.0,1.0
14278,6757929,NYC for Pennies,34920738,Manhattan,10035,40.80323004043147,-73.94200103714,Private room,1.0,,100.0,0,,1,1.0,1.0,1.0
14281,6757926,"Spacious, Private Bedroom in 2BR Harlem Apt.",35380551,Manhattan,10030,40.81689018867115,-73.94082505672702,Private room,1.0,,55.0,1,100.0,1,1.0,1.0,1.0
14283,7020065,Upper East Side Gem-1BR on 84th/Lex,29393413,Manhattan,10028,40.77685751478661,-73.95501200144261,Entire home/apt,1.0,,190.0,1,100.0,2,1.0,1.0,1.0
14284,4136461,Beautiful Manhattan Studio,13063838,Manhattan,10029,40.78928626070454,-73.94850749307194,Entire home/apt,0.0,,150.0,43,94.0,2,1.0,1.0,1.0
14285,4922917,small room with private bathroom,16202821,Manhattan,10031,40.82159219626981,-73.9571829671993,Private room,1.0,,75.0,0,,1,1.0,1.0,1.0
14287,1777174,"Delightful Apartment, Murray Hill",9330583,Manhattan,10010,40.73915176424447,-73.98314991921156,Entire home/apt,1.0,,185.0,18,95.0,2,1.0,1.0,1.0
14289,6495752,"First Floor, bright w/ high ceiling",33955029,Manhattan,10003,40.72641441974568,-73.99247634855746,Private room,1.0,,148.0,29,92.0,4,1.0,2.0,1.0
14291,9560057,Convenient Manhattan Location,21207970,Manhattan,10031,40.82663515202704,-73.94174196903032,Private room,1.0,,80.0,3,87.0,2,2.0,1.0,2.0
14292,9510417,Convenient Manhattan Location,21207970,Manhattan,10031,40.82800665528735,-73.94200708237892,Private room,1.0,,80.0,1,100.0,1,2.0,1.0,2.0
14293,8068609,TRIPLEX 2BR WEST VILLAGE/SLEEP 6,42481372,Manhattan,10014,40.73105633959497,-74.00349018751584,Entire home/apt,2.0,,250.0,32,84.0,6,1.0,3.0,1.0
14294,3966209,Cozy Loft in Prime Location,6216694,Manhattan,10011,40.739452281592676,-73.99762381817933,Entire home/apt,0.0,,200.0,5,100.0,2,1.0,1.0,1.0
14296,8968789,Sunny Studio in Chelsea Townhouse,4743444,Manhattan,10011,40.742939651561905,-73.99973445284733,Entire home/apt,0.0,,100.0,19,89.0,1,1.0,1.0,1.0
14299,728573,Cute + Chill - bedroom in NoLita!,3780107,Manhattan,10013,40.71909863795515,-73.99627611936306,Private room,1.0,125.0,125.0,2,80.0,1,,1.0,1.0
14301,13381545,Harlem Gem in New York City,25276192,Manhattan,10037,40.81280616362992,-73.9431919709243,Private room,1.0,,70.0,0,,2,1.5,1.0,1.0
14304,13311462,"AMAZING Luxury: 2 Bedroom, 2 Bath, Patio+Roofdeck!",22583894,Manhattan,10009,40.73067886363121,-73.98181980456802,Entire home/apt,2.0,,400.0,6,93.0,6,2.0,3.0,1.0
14305,6543953,Luxe Midtown E 2 Bedrm 2.5 Bath,8925884,Manhattan,10022,40.761818283780606,-73.96634800299795,Entire home/apt,1.0,,600.0,2,100.0,4,2.5,2.0,2.0
14306,5184986,Large studio in Manhattan,26819401,Manhattan,10028,40.77593941010735,-73.95583884943859,Entire home/apt,0.0,,180.0,3,93.0,3,1.0,2.0,1.0
14307,14360010,West Village Pied-a-terre,2972567,Manhattan,10011,40.73713446138311,-74.00079270696736,Entire home/apt,1.0,,200.0,2,100.0,3,1.0,1.0,1.0
14308,728498,WEST HARLEM  PRIVATE BEDROOM,3779334,Manhattan,10026,40.80517452610517,-73.95404469651659,Private room,1.0,,75.0,73,97.0,1,1.0,1.0,1.0
14309,5709246,Manhattan Island WaterFront,2048621,Manhattan,10002,40.71144685309712,-73.98698707171422,Private room,1.0,,99.0,3,100.0,2,1.0,3.0,1.0
14313,6757821,Riverside Dr Apartment,28813132,Manhattan,10027,40.816559303259396,-73.96121658728022,Private room,1.0,,70.0,0,,1,0.5,1.0,1.0
14315,2956695,Manhattan Great View Beautiful 1BD,15091052,Manhattan,10037,40.814203938887566,-73.94051997201598,Shared room,1.0,,72.0,78,98.0,2,1.0,1.0,1.0
14317,1777007,Space For guest,3980927,Manhattan,10280,40.71077737945321,-74.01623344965658,Shared room,1.0,,55.0,128,92.0,1,,1.0,6.0
14318,2082223,Room Available NYC,3980927,Manhattan,10280,40.710314962959664,-74.01637827738202,Private room,1.0,,95.0,34,84.0,1,1.0,1.0,6.0
14319,1672433,Small one bedroom in Chelsea!,5164783,Manhattan,10011,40.74523651786611,-73.99879411818543,Entire home/apt,1.0,,200.0,11,96.0,3,1.0,2.0,1.0
14322,4660633,Quiet and cozy 2BR. Great location!,4517642,Manhattan,10027,40.810401981430424,-73.95976861631209,Entire home/apt,2.0,,170.0,7,100.0,4,1.0,2.0,1.0
14324,12918165,Cozy & Comfortable room  - 23rd st / 2nd av,47494420,Manhattan,10010,40.737441038019355,-73.9817640844951,Private room,1.0,,80.0,0,,2,1.0,1.0,1.0
14325,16063885,The Harlem Experience,83278784,Manhattan,10026,40.807612486186784,-73.95416138358937,Entire home/apt,1.0,,250.0,0,,2,1.0,1.0,1.0
14326,2563440,Big & Cozy Private Room,8785876,Manhattan,10031,40.82349973795989,-73.95144090606607,Private room,1.0,,60.0,46,97.0,2,1.0,1.0,1.0
14327,13541175,Cozy and Sunny Private BR in Upper East Side,20318067,Manhattan,10021,40.76842909152514,-73.95403886712954,Private room,1.0,,92.0,27,94.0,2,1.0,1.0,1.0
14328,15500521,In the middle of the Jazz neighbourhood,12985187,Manhattan,10027,40.80795340691726,-73.94641787134408,Entire home/apt,1.0,,170.0,1,100.0,2,1.0,2.0,1.0
14330,8592757,One Bedroom in the East 50's,13156228,Manhattan,10022,40.75874004544457,-73.9636222793306,Entire home/apt,1.0,,200.0,7,94.0,3,1.0,1.0,1.0
14331,11999777,Entire Luxury Apt on Wall Street,9969656,Manhattan,10005,40.704626524321775,-74.00808242591395,Entire home/apt,0.0,,199.0,7,91.0,2,1.0,1.0,1.0
14334,14621206,Sunny room with private bathroom near central Park,90758008,Manhattan,10029,40.7937475140817,-73.94661798365874,Private room,1.0,,83.0,12,97.0,2,2.0,1.0,1.0
14335,8722970,A charming loft in Gramercy Park!,8801391,Manhattan,10010,40.73664869620313,-73.98159807162011,Entire home/apt,0.0,,125.0,4,100.0,2,1.0,1.0,1.0
14338,14414215,Economy lodging uptown,4803087,Manhattan,10040,40.85692131782767,-73.93858902057356,Entire home/apt,1.0,,134.0,0,,4,1.0,2.0,4.0
14339,5184015,Uptown crash pad,4803087,Manhattan,10040,40.85529892730064,-73.93710690215364,Private room,1.0,,54.0,15,89.0,2,1.0,1.0,4.0
14341,72190,1BR: See Central Park from Terrace!,373085,Manhattan,10023,40.77727600710307,-73.97818082083191,Entire home/apt,1.0,,160.0,32,89.0,4,1.0,2.0,1.0
14343,11999758,Private Room with East River View,23924719,Manhattan,10002,40.71008203968326,-73.98694178675174,Private room,1.0,,56.0,2,50.0,1,1.0,1.0,2.0
14345,4861698,Located near Times Square,25007545,Manhattan,10036,40.76207808684444,-73.99135217533764,Entire home/apt,1.0,,250.0,5,100.0,2,1.0,2.0,1.0
14348,392794,Full Rm - Chelsea Gallery District,1964342,Manhattan,10001,40.74750817168066,-74.00047267682788,Private room,1.0,,85.0,61,93.0,2,1.0,1.0,2.0
14349,448936,Full Size Bed in Private Room - Chelsea District,1964342,Manhattan,10001,40.74792231235188,-74.00133604598247,Private room,1.0,,85.0,40,89.0,2,1.0,1.0,2.0
14351,12786165,Cozy Private room in Chelsea !,69598657,Manhattan,10001,40.750936575743644,-73.9974766974629,Private room,1.0,,95.0,14,80.0,2,1.0,2.0,1.0
14352,14713936,Large Apartment with Balcony,1838524,Manhattan,10075,40.7710270093292,-73.95166185843837,Entire home/apt,0.0,,350.0,2,100.0,2,1.0,1.0,1.0
14353,12130777,"LARGE sunny Private room UWS, Upper West Side",18404849,Manhattan,10025,40.79628569138901,-73.9717258941147,Private room,1.0,,99.0,0,,2,1.0,2.0,1.0
14358,7281066,Upper East Side Last Minute Retreat available,11027949,Manhattan,10075,40.77196053525818,-73.95420785705913,Private room,1.0,,95.0,31,91.0,2,1.0,1.0,1.0
14359,4004242,Value Room in Downtown Manhattan,1567575,Manhattan,10001,40.74535365264628,-73.98752545297242,Private room,1.0,,95.0,60,92.0,2,1.0,1.0,1.0
14365,9558425,"Bright, clean room in East Village!",24636784,Manhattan,10003,40.73139029100306,-73.9831968568407,Private room,1.0,,200.0,0,,2,1.0,1.0,1.0
14370,10951019,Grand Central 3 Bedroom Gem,373260,Manhattan,10016,40.74919598769387,-73.97745170272765,Entire home/apt,3.0,,447.0,28,90.0,7,1.0,4.0,2.0
14373,317838,LONG TERM RENTAL WEST VILLAGE APT,1631400,Manhattan,10014,40.73237059888866,-74.00608483693381,Entire home/apt,1.0,,172.0,52,98.0,2,1.0,1.0,1.0
14374,11868495,Heart of the West Village!,1633721,Manhattan,10014,40.73354409472524,-74.00548559602441,Entire home/apt,0.0,,250.0,21,93.0,2,1.0,1.0,1.0
14375,9509218,1 bedroom + loft. Entire apartment.,49275064,Manhattan,10003,40.73161159901857,-73.98960464962559,Entire home/apt,1.0,,166.0,6,90.0,2,1.0,1.0,1.0
14378,7543133,2bd/2bth in High-End Building,39524396,Manhattan,10044,40.76815087571506,-73.94420668899747,Entire home/apt,2.0,,174.0,1,100.0,4,2.0,2.0,1.0
14379,16193887,Private BdRm in Spacious 2 BdRm-Upper East side.,105754272,Manhattan,10028,40.774374081258,-73.94850540608655,Private room,1.0,,80.0,0,,1,1.0,1.0,1.0
14380,9143353,Lovely West Village 2 Bedroom Loft,33106240,Manhattan,10014,40.72936364152896,-74.0038166680584,Entire home/apt,2.0,,115.0,13,77.0,3,1.0,2.0,1.0
14383,7676145,"Beautiful, new 1BR in Brownstone",40307510,Manhattan,10027,40.80516227796495,-73.94949950014836,Entire home/apt,1.0,,190.0,35,98.0,4,1.0,2.0,1.0
14385,1646838,1 BR apt in heart of the Village,8739354,Manhattan,10012,40.728306214595364,-73.99869709682106,Entire home/apt,1.0,,280.0,17,91.0,2,1.0,1.0,1.0
14386,5993541,Chic Loft Like 2 bed-2bath,4562182,Manhattan,10027,40.81505794844816,-73.94850941058327,Entire home/apt,2.0,,285.0,28,96.0,8,2.0,5.0,3.0
14387,6103273,Chic 2bed-2bath Manhattan Dream,4562182,Manhattan,10027,40.81127869623905,-73.94646761819075,Entire home/apt,2.0,,285.0,38,95.0,8,2.0,5.0,3.0
14388,1908986,NYC UES APT RENTAL,9906590,Manhattan,10128,40.77784793640495,-73.94539732129887,Entire home/apt,0.0,,350.0,0,,3,1.0,1.0,1.0
14389,7545060,Perfect UWS Studio Sanctuary!,24265578,Manhattan,10025,40.79955028466803,-73.96369145782579,Entire home/apt,0.0,,125.0,7,94.0,2,1.0,1.0,1.0
14391,4268262,Cozy Room in the West Village,18329492,Manhattan,10014,40.729197793121465,-74.00250677356858,Private room,1.0,,85.0,6,88.0,1,1.0,1.0,1.0
14393,5619149,Vibrant Manhattan Artist Loft,3868692,Manhattan,10004,40.70461856499517,-74.0098562402364,Entire home/apt,2.0,,475.0,39,99.0,7,1.0,3.0,2.0
14394,5298896,Unique NYC Loft - Guest Room,3868692,Manhattan,10004,40.704571707217625,-74.00952080517641,Private room,1.0,,90.0,6,100.0,2,1.0,1.0,2.0
14399,11259306,room in three bedroom apartment,1710697,Manhattan,10019,40.7668868318149,-73.98032223912574,Private room,1.0,,180.0,4,100.0,1,1.0,1.0,2.0
14400,336085,room in manhattan apartment,1710697,Manhattan,10019,40.76666133970635,-73.9803615259218,Private room,1.0,,180.0,7,100.0,1,2.0,1.0,2.0
14401,9511112,Perfect Private Room in Soho,1231261,Manhattan,10013,40.718762453924775,-73.99394159762716,Private room,1.0,,130.0,24,95.0,2,1.0,1.0,1.0
14403,2695367,spacious 3bd; near subways and bus,13795689,Manhattan,10032,40.842031697036035,-73.93985299502552,Private room,1.0,,90.0,5,100.0,3,1.0,1.0,1.0
14405,16064710,Spacious 3BR near many tourist attractions,104643072,Manhattan,10016,40.74895062474902,-73.97800424261398,Entire home/apt,3.0,,595.0,0,,6,3.0,3.0,1.0
14406,8986821,Beautiful Penthouse in Fidi,37359402,Manhattan,10004,40.70486513121578,-74.01580318509609,Entire home/apt,2.0,,500.0,0,,4,1.0,2.0,1.0
14410,4792495,Perfect & Quaint 1 BR - Midtown NYC,24659272,Manhattan,10019,40.76428267981545,-73.9885316483613,Private room,1.0,,150.0,16,100.0,3,1.0,1.0,1.0
14412,3704178,Room in Washington Heights,18884690,Manhattan,10040,40.85416775497825,-73.92685900840898,Private room,1.0,,60.0,2,90.0,2,1.0,1.0,2.0
14413,7807146,UWS Private Bedroom with patio,37353953,Manhattan,10023,40.781014373689864,-73.98533472217086,Private room,1.0,,70.0,4,100.0,2,1.5,1.0,1.0
14414,4137129,Stylish & Bright West Village 1BR,21462353,Manhattan,10014,40.73351739294369,-74.00017515483034,Entire home/apt,2.0,,325.0,3,87.0,2,1.0,1.0,1.0
14415,2302119,grenwich village 2 Bed Room,6704435,Manhattan,10011,40.73358998264798,-73.99539786654142,Entire home/apt,2.0,,283.0,0,,4,1.0,2.0,2.0
14418,12726298,Cozy studio on quiet street,2055652,Manhattan,10016,40.74312708521288,-73.9799497792561,Private room,1.0,,150.0,4,95.0,4,1.0,2.0,1.0
14423,6627472,Perfect East Village Studio,34689619,Manhattan,10003,40.731705856934354,-73.9876643038841,Entire home/apt,1.0,,250.0,1,100.0,2,1.0,1.0,1.0
14426,2957448,Ideal for pianists & meditators,15094751,Manhattan,10024,40.785813614809065,-73.98040783690107,Entire home/apt,1.0,,160.0,3,90.0,3,1.0,2.0,1.0
14427,14233622,Artsy One Bedroom in the Heart of Manhattan,86538205,Manhattan,10011,40.739078238249185,-74.0014041063213,Entire home/apt,1.0,,270.0,2,40.0,2,1.0,1.0,1.0
14428,10035324,"Sunny, Huge Manhattan Bedroom!",23913163,Manhattan,10040,40.847628504294974,-73.93392951453995,Private room,1.0,,110.0,0,,2,1.0,1.0,1.0
14432,8815979,"Комната в Манхеттене, 19-24 октября",46182625,Manhattan,10029,40.7933340167745,-73.9427444108085,Private room,1.0,,50.0,0,,1,1.0,1.0,1.0
14433,9904223,Magnificent Penthouse w/ Private Roof by Park Ave,40038018,Manhattan,10022,40.76127479634271,-73.97208890880019,Entire home/apt,2.0,,599.0,32,85.0,7,1.5,4.0,1.0
14434,15981246,Charming midtown 2 br apartment,35980789,Manhattan,10065,40.75903417091411,-73.9579343313038,Entire home/apt,2.0,,400.0,2,100.0,4,2.0,4.0,1.0
14435,1908852,Oversized Studio By Columbus Circle,684629,Manhattan,10019,40.770602027054785,-73.98919035905425,Entire home/apt,0.0,,189.0,7,93.0,2,1.0,1.0,1.0
14436,5757628,Midtown East 15th floor,4401415,Manhattan,10022,40.75847479483812,-73.96977448188085,Entire home/apt,2.0,,300.0,0,,4,1.0,3.0,2.0
14447,12132427,Spacious 1 BR in East Village!,10584659,Manhattan,10003,40.733751904124304,-73.98704297307627,Entire home/apt,1.0,,177.0,12,93.0,4,1.0,1.0,1.0
14449,3874870,Charming 1-Bedroom in East Village,4564600,Manhattan,10003,40.729148106826074,-73.98500633151781,Entire home/apt,1.0,,200.0,12,95.0,4,1.0,2.0,1.0
14452,6128992,"LOCATION, LOCATION, LOCATION -NYC!!",301346,Manhattan,10001,40.75054168015824,-73.99683281835725,Entire home/apt,1.0,,150.0,1,,4,1.0,2.0,1.0
14458,1908767,Large Bedroom in the East Village,9888877,Manhattan,10009,40.72745097259696,-73.98344414692623,Private room,1.0,,119.0,1,100.0,1,1.0,1.0,1.0
14459,15409174,Madison Square Garden CENTRAL 2BEDROOM Balcony Apt,481440,Manhattan,10001,40.75085296330761,-73.99441178051677,Entire home/apt,2.0,,298.0,2,40.0,8,2.0,2.0,1.0
14466,6758402,Bright 1BR in Heart of West Village,5452701,Manhattan,10014,40.733158039393075,-74.00632454258692,Entire home/apt,1.0,,200.0,11,96.0,2,1.0,1.0,1.0
14468,8069112,"COZY, Neat treat in the City!",17222701,Manhattan,10029,40.78866897018754,-73.94275459411402,Entire home/apt,1.0,,150.0,17,88.0,2,1.0,1.0,1.0
14469,6234096,Charming 1 bedroom on the water!,32347526,Manhattan,10029,40.79445250337181,-73.93307302248412,Entire home/apt,1.0,,136.0,44,93.0,4,1.0,1.0,2.0
14470,3350515,Charming Central Park Artist Loft,6074197,Manhattan,10023,40.77443958041079,-73.97790023380719,Entire home/apt,0.0,,315.0,9,96.0,2,1.0,1.0,1.0
14471,12398308,Huge family friendly loft in Soho,14136274,Manhattan,10013,40.72439942538792,-74.00681119876701,Entire home/apt,3.0,,500.0,0,,8,2.0,4.0,1.0
14472,596305,"Cheap, chic Upper West Side 1 Bed",2947790,Manhattan,10023,40.7794007489015,-73.98386785539756,Entire home/apt,1.0,,200.0,2,89.0,4,1.0,1.0,1.0
14473,1251653,ideal for a single person and a child,1425117,Manhattan,10026,40.805545386120045,-73.95745650589124,Private room,1.0,,100.0,2,90.0,1,1.0,2.0,1.0
14478,14489929,Sunny one bedroom apartment in Washington Heights,19591983,Manhattan,10032,40.83771439174127,-73.94407323295839,Entire home/apt,1.0,,110.0,0,,2,1.0,1.0,1.0
14479,12130620,RENOVATED APT NEXT TO EXPRESS TRAIN,11338827,Manhattan,10031,40.82600069481095,-73.94314270889585,Private room,1.0,,60.0,5,65.0,2,,,1.0
14480,5577006,Private bed/bath in charming duplex,2407929,Manhattan,10023,40.779094084079375,-73.97871902704833,Private room,1.0,,179.0,28,97.0,2,1.0,1.0,1.0
14482,1515692,Beautiful Penthouse Lower East Side,4358024,Manhattan,10002,40.730514023866064,-73.99517725741438,Entire home/apt,3.0,,1100.0,14,99.0,8,1.0,5.0,2.0
14483,1906993,Beautiful room in penthouse LES NY,4358024,Manhattan,10002,40.72147365173755,-73.98805713763389,Private room,1.0,,380.0,0,,2,1.0,1.0,2.0
14484,14227756,High floor studio in Hell's Kitchen,86477484,Manhattan,10036,40.75929211768426,-73.99646902833649,Entire home/apt,0.0,,80.0,0,,2,1.0,1.0,1.0
14485,8984863,"Quiet apt bedroom, close to train",24935163,Manhattan,10039,40.822956135159465,-73.93795864852244,Private room,1.0,,50.0,0,,2,1.0,1.0,1.0
14492,7805188,SUNNY LARGE 1BED! East Vill/LES,3809729,Manhattan,10003,40.72638976892018,-73.98772884904169,Entire home/apt,1.0,,140.0,10,95.0,2,1.0,1.0,1.0
14493,7280861,Room in a cozy apartment.,38124744,Manhattan,10025,40.79393578942946,-73.96971453766352,Private room,1.0,,95.0,55,97.0,1,1.0,1.0,1.0
14496,11344102,Brand New 1BR! AMAZING Location!,15105243,Manhattan,10002,40.716889821325495,-73.98472518698577,Entire home/apt,1.0,,129.0,8,77.0,4,1.0,2.0,1.0
14503,6390818,Sweet Sugar Hill Apt (Private),1849800,Manhattan,10031,40.826744058922785,-73.94437727659616,Entire home/apt,1.0,,140.0,2,100.0,4,1.0,2.0,1.0
14505,1120392,Magnificent NY Views and Location,1263484,Manhattan,10036,40.762240171305926,-73.98855915632528,Entire home/apt,1.0,,390.0,79,98.0,4,1.0,2.0,1.0
14506,13572291,CLEAN Downtown Studio Crash Pad!,48681901,Manhattan,10003,40.72604775893508,-73.98705365844839,Entire home/apt,0.0,,137.0,5,96.0,2,1.0,1.0,1.0
14509,11999412,"Private Studio in the Heart of Historic SoHo, NYC!",16307555,Manhattan,10012,40.72721040363221,-74.00232594922191,Entire home/apt,1.0,,190.0,8,90.0,3,1.0,1.0,3.0
14510,7600145,West Vil beautiful renovated 3 br,21084906,Manhattan,10014,40.738460425054065,-74.00065122288018,Entire home/apt,3.0,,450.0,12,98.0,6,2.0,4.0,3.0
14511,6887595,Perfect NYC pied a terre!,21084906,Manhattan,10011,40.738359257807076,-74.00185345714151,Private room,1.0,,130.0,16,92.0,2,2.0,1.0,3.0
14513,4921514,Beautiful city apartment. 1 bedroom,25113533,Manhattan,10040,40.863115749727676,-73.927477680616,Entire home/apt,1.0,,99.0,2,100.0,6,1.0,1.0,1.0
14514,9902263,Upper West Side furnished studio,2350080,Manhattan,10025,40.800404062883366,-73.96849083878814,Entire home/apt,0.0,,120.0,0,,2,1.0,1.0,1.0
14515,7936161,"Room in the East Village, Manhattan",12589844,Manhattan,10009,40.72156745975517,-73.97860742014231,Private room,1.0,,85.0,11,87.0,2,1.5,1.0,1.0
